g1,116093.841,6279466.993,17.837,gnss
g2,116639.482,6279631.335,32.333,gnss
g3,116726.556,6279227.656,25.411,gnss
g4,117026.653,6279476.296,30.604,gnss
g5,116421.150,6279404.377,36.406,gnss
g6,116308.151,6279690.035,24.663,gnss
g7,116209.783,6279833.250,25.010,gnss
g8,115846.038,6279567.471,20.300,gnss
g9,115960.698,6279683.664,20.691,gnss
